FAWN Station,Period,2m T avg (F),2m T min (F),2m T max (F),Tsoil avg-10cm  (F),Tsoil min(avg)-10cm  (F),Tsoil max(avg)-10cm  (F),2m DewPt avg (F),RelHum avg 2m  (pct),2m Rain tot (in),2m Rain max over 15min (in),SolRad avg2m  (w/m^2),10m Wind avg (mph),10m Wind min (mph),10m Wind max (mph),WDir avg10m  (deg),BP avg (mb),N (# obs),2m WetBulb (F),Year,Month,Day,DayOfWeek,Quarter,WeekOfYear,Season,Temp_Range,Soil_Temp_Range,Temp_Category,Apparent_Temp,Wind_Range,Wind_Category,Wind_Chill,Rain_Category,Has_Rain,Rain_Intensity,Humidity_Comfort,Dewpoint_Comfort,Solar_Category,Comfort_Index,Weather_Severity,Station_Avg_Temp,Station_Avg_Rain,Temp_Deviation_From_Station,Temp_Humidity_Interaction,Wind_Rain_Interaction
Apopka,14/03/2022,61.95,47.97,74.88,68.32,64.18,73.11,52.54,74,0,0,218.78,7.99,0.83,24.09,65,1023,95,56.45,2022,3,14,0,1,11,Spring,26.91,8.93,Mild,59.98419,23.26,Light,61.95,No Rain,0,0,Humid,Comfortable,Moderate,83.00659636,0.7221,72.36885949,0.159908759,-10.41885949,4584.3,0
Apopka,15/03/2022,69.99,63.88,78.87,71.31,68.67,74.7,62.98,79,0.08,0.04,138.64,8.07,0.09,27.22,94,1018,96,65.39,2022,3,15,1,1,11,Spring,14.99,6.03,Mild,69.987393,27.13,Light,69.99,Light,1,0.16,Humid,Sticky,Low,90.90884926,0.4833,72.36885949,0.159908759,-2.378859489,5529.21,0.6456
Apopka,16/03/2022,69.39,62.89,81.19,72.74,69.98,76.44,66.63,92,0.95,0.3,161.63,4.2,0,30.74,224,1013,96,67.53,2022,3,16,2,1,11,Spring,18.3,6.46,Mild,69.204804,30.74,Calm,69.39,Heavy,1,1.2,Very Humid,Uncomfortable,Low,89.00356012,2.0985,72.36885949,0.159908759,-2.978859489,6383.88,3.99
Apopka,17/03/2022,69.4,62.76,79.29,73.9,69.76,79.43,61.56,79,0,0,280.98,4.59,0.07,12.39,268,1013,96,64.32,2022,3,17,3,1,11,Spring,16.53,9.67,Mild,69.24358,12.32,Calm,69.4,No Rain,0,0,Humid,Sticky,Moderate,97.76132089,0.2136,72.36885949,0.159908759,-2.968859489,5482.6,0
Apopka,18/03/2022,73.24,56.5,89.06,75.29,70.05,81.12,62.88,74,0,0,247.36,4.73,0.02,20.76,127,1014,96,66.41,2022,3,18,4,1,11,Spring,32.56,11.07,Warm,74.031208,20.74,Calm,73.24,No Rain,0,0,Humid,Sticky,Moderate,92.96700767,0.3512,72.36885949,0.159908759,0.871140511,5419.76,0
Apopka,19/03/2022,75.02,65.35,86.77,78.29,73.8,83.66,66.97,77,0,0,254.35,6.52,0.05,23.6,195,1015,96,69.52,2022,3,19,5,1,11,Spring,21.42,9.86,Warm,76.295582,23.55,Light,75.02,No Rain,0,0,Humid,Uncomfortable,Moderate,90.8305144,0.5118,72.36885949,0.159908759,2.651140511,5776.54,0
Apopka,20/03/2022,69.44,57.83,76.78,79.16,75.7,83.39,55.93,66,0,0,259.45,6.75,0.25,24.43,332,1018,96,61.12,2022,3,20,6,1,11,Spring,18.95,7.69,Mild,69.318032,24.18,Light,69.44,No Rain,0,0,Humid,Comfortable,Moderate,85.47204015,0.298,72.36885949,0.159908759,-2.928859489,4583.04,0
Apopka,21/03/2022,64.79,49.96,78.33,76.41,71.73,81,51.84,65,0,0,283.51,6.71,0.69,22.03,72,1019,96,57.21,2022,3,21,0,1,12,Spring,28.37,9.27,Mild,63.672455,21.34,Light,64.79,No Rain,0,0,Humid,Comfortable,Moderate,82.09885647,0.5289,72.36885949,0.159908759,-7.578859489,4211.35,0
Apopka,22/03/2022,70,57.83,82.8,76.78,72.39,81.64,58.64,70,0,0,266.88,6.54,0.29,21.94,108,1016,96,62.82,2022,3,22,1,1,12,Spring,24.97,9.25,Mild,70,21.65,Light,70,No Rain,0,0,Humid,Comfortable,Moderate,88.98369885,0.2616,72.36885949,0.159908759,-2.368859489,4900,0
Apopka,23/03/2022,75.15,68.86,84.49,77.79,75.49,80.24,68.25,80,0.04,0.02,151.77,6.97,0.22,29.26,145,1012,96,70.38,2022,3,23,2,1,12,Spring,15.63,4.75,Warm,76.5096,29.04,Light,75.15,Light,1,0.08,Humid,Uncomfortable,Low,91.4553809,0.6163,72.36885949,0.159908759,2.781140511,6012,0.2788
Apopka,24/03/2022,70.64,62.28,74.46,76.01,74.1,77.83,68.36,93,0.39,0.14,47.15,5.11,0.13,18.68,234,1010,96,69.07,2022,3,24,3,1,12,Spring,12.18,3.73,Warm,70.836416,18.55,Light,70.64,Moderate,1,0.56,Very Humid,Uncomfortable,Low,90.42050361,1.0164,72.36885949,0.159908759,-1.728859489,6569.52,1.9929
Apopka,25/03/2022,66.25,60.37,74.44,74.15,70.61,78.64,53.45,66,0,0,286.75,8.7,0.09,24.07,293,1012,96,58.61,2022,3,25,4,1,12,Spring,14.07,8.03,Mild,65.43325,23.98,Light,66.25,No Rain,0,0,Humid,Comfortable,Moderate,78.11521667,0.5355,72.36885949,0.159908759,-6.118859489,4372.5,0
Apopka,26/03/2022,65.79,56.07,76.26,74.68,70.21,79.93,49.78,59,0,0,295.81,9.17,0.4,25.81,289,1013,96,56.59,2022,3,26,5,1,12,Spring,20.19,9.72,Mild,64.970313,25.41,Light,65.79,No Rain,0,0,Comfortable,Dry,Moderate,71.71678345,0.5773,72.36885949,0.159908759,-6.578859489,3881.61,0
Apopka,27/03/2022,66.82,56.59,77.52,75.47,71.06,80.62,47.49,55,0,0,295.4,7.83,0.87,21.32,291,1015,96,55.92,2022,3,27,6,1,12,Spring,20.93,9.56,Mild,66.24283,20.45,Light,66.82,No Rain,0,0,Comfortable,Dry,Moderate,73.3239418,0.4722,72.36885949,0.159908759,-5.548859489,3675.1,0
Apopka,28/03/2022,70.23,62.51,81.59,77.14,72.72,82.76,58.89,70,0,0,287.73,6.94,0.38,19.26,271,1017,96,63.04,2022,3,28,0,1,13,Spring,19.08,10.04,Warm,70.28313,18.88,Light,70.23,No Rain,0,0,Humid,Comfortable,Moderate,87.72990043,0.2891,72.36885949,0.159908759,-2.138859489,4916.1,0
Apopka,29/03/2022,70.2,61.9,82.09,78.54,73.96,83.84,60.62,75,0,0,292.2,5.38,0.16,14.25,264,1018,96,64.03,2022,3,29,1,1,13,Spring,20.19,9.88,Warm,70.2495,14.09,Light,70.2,No Rain,0,0,Humid,Sticky,Moderate,95.53460494,0.2252,72.36885949,0.159908759,-2.168859489,5265,0
Apopka,30/03/2022,73.75,62.76,85.08,79.15,75.2,83.52,62.45,71,0,0,280.95,8.27,0.74,25.03,136,1015,96,66.31,2022,3,30,2,1,13,Spring,22.32,8.32,Warm,74.628625,24.29,Light,73.75,No Rain,0,0,Humid,Sticky,Moderate,82.59076261,0.5183,72.36885949,0.159908759,1.381140511,5236.25,0
Apopka,31/03/2022,74.55,67.03,84.45,78.93,77.02,80.73,66.74,78,0.1,0.04,115.33,8.71,0.2,25.25,178,1010,96,69.23,2022,3,31,3,1,13,Spring,17.42,3.71,Warm,75.72117,25.05,Light,74.55,Light,1,0.16,Humid,Uncomfortable,Low,85.693577,0.7759,72.36885949,0.159908759,2.181140511,5814.9,0.871
Apopka,01/04/2022,73.2,67.32,80.31,76.35,73.47,79.56,67.92,85,2.69,0.36,163.36,3.89,0.02,17.11,278,1012,96,69.57,2022,4,1,4,2,13,Spring,12.99,6.09,Warm,74.0976,17.09,Calm,73.2,Very Heavy,1,1.44,Very Humid,Uncomfortable,Low,91.23201027,5.6956,72.36885949,0.159908759,0.831140511,6222,10.4641
Apopka,02/04/2022,68.89,61.65,78.44,75.16,71.65,78.15,67.4,95,2.25,0.81,71.34,4.17,0.05,36.37,161,1012,96,67.88,2022,4,2,5,2,13,Spring,16.79,6.5,Mild,68.542015,36.32,Calm,68.89,Very Heavy,1,3.24,Very Humid,Uncomfortable,Low,86.55721793,4.7223,72.36885949,0.159908759,-3.478859489,6544.55,9.3825
Apopka,03/04/2022,68.2,61.3,78.3,74.18,70.2,80.31,61.27,81,0,0,265.98,4.58,0.02,14.65,335,1011,96,63.73,2022,4,3,6,2,13,Spring,17,10.11,Mild,67.71886,14.63,Calm,68.2,No Rain,0,0,Very Humid,Sticky,Moderate,96.90756547,0.2732,72.36885949,0.159908759,-4.168859489,5524.2,0
Apopka,04/04/2022,69.95,56.41,82.45,76.31,71.35,82.09,59.77,73,0,0,280.29,5.05,0.05,17.09,112,1012,96,63.45,2022,4,4,0,2,14,Spring,26.04,10.74,Mild,69.937955,17.04,Light,69.95,No Rain,0,0,Humid,Comfortable,Moderate,95.15131506,0.2045,72.36885949,0.159908759,-2.418859489,5106.35,0
Apopka,05/04/2022,76.4,65.75,87.8,78.87,74.93,83.91,68.62,79,0.01,0.01,243.95,6.29,0.45,25.39,175,1010,96,71,2022,4,5,1,2,14,Spring,22.05,8.98,Warm,78.06848,24.94,Light,76.4,Light,1,0.04,Humid,Uncomfortable,Moderate,92.01627217,0.5916,72.36885949,0.159908759,4.031140511,6035.6,0.0629
Apopka,06/04/2022,79.08,72.3,87.82,80.38,76.96,84.78,72.17,80,0,0,220.91,5.77,0.18,18.99,215,1009,96,74.15,2022,4,6,2,2,14,Spring,15.52,7.82,Warm,81.47712,18.81,Light,79.08,No Rain,0,0,Humid,Oppressive,Moderate,92.43739257,0.6848,72.36885949,0.159908759,6.711140511,6326.4,0
Apopka,07/04/2022,74.02,66.69,79.7,79,76.64,82.24,70.8,90,0.71,0.3,68.54,8.38,0.51,39.79,217,1007,96,71.75,2022,4,7,3,2,14,Spring,13.01,5.6,Warm,75.21394,39.28,Light,74.02,Heavy,1,1.2,Very Humid,Oppressive,Low,81.33034052,1.9562,72.36885949,0.159908759,1.651140511,6661.8,5.9498
Apopka,08/04/2022,66.12,60.3,71.19,75.35,71.47,79.56,49.03,56,0,0,315.71,11.91,1.61,28.32,284,1011,96,56.36,2022,4,8,4,2,14,Spring,10.89,8.09,Mild,65.402976,26.71,Moderate,66.12,No Rain,0,0,Comfortable,Dry,Moderate,62.21272386,0.6704,72.36885949,0.159908759,-6.248859489,3702.72,0
Apopka,09/04/2022,61.76,53.89,67.73,75.22,71.64,79.16,43.41,52,0,0,298.78,10.12,0.38,35.39,290,1014,96,52.02,2022,4,9,5,2,14,Spring,13.84,7.52,Mild,60.346016,35.01,Moderate,61.76,No Rain,0,0,Comfortable,Dry,Moderate,61.83212774,0.8168,72.36885949,0.159908759,-10.60885949,3211.52,0
Apopka,10/04/2022,60.05,43.61,72.86,74.5,69.21,80.53,41.72,56,0,0,324.38,4.26,0.02,16.84,4,1018,96,50.56,2022,4,10,6,2,14,Spring,29.25,11.32,Mild,58.21124,16.82,Calm,60.05,No Rain,0,0,Comfortable,Dry,Moderate,75.40835648,0.6679,72.36885949,0.159908759,-12.31885949,3362.8,0
Apopka,11/04/2022,66.5,51.06,80.46,75.91,70.83,81.59,51.52,61,0,0,316.2,5.83,0.16,23.11,114,1018,96,57.72,2022,4,11,0,2,15,Spring,29.4,10.76,Mild,65.79545,22.95,Light,66.5,No Rain,0,0,Humid,Comfortable,Moderate,82.83235612,0.4082,72.36885949,0.159908759,-5.868859489,4056.5,0
Apopka,12/04/2022,71.75,60.98,83.35,78.29,73.76,83.82,59.38,67,0,0,309.07,6.41,0.2,17.36,127,1018,96,63.85,2022,4,12,1,2,15,Spring,22.37,10.06,Warm,72.136925,17.16,Light,71.75,No Rain,0,0,Humid,Comfortable,Moderate,86.23153127,0.3439,72.36885949,0.159908759,-0.618859489,4807.25,0
Apopka,13/04/2022,73.37,63.23,83.55,79.3,75.85,82.9,62.58,71,0,0,227.24,6.49,0.34,21.68,125,1016,96,66.27,2022,4,13,2,2,15,Spring,20.32,7.05,Warm,74.159591,21.34,Light,73.37,No Rain,0,0,Humid,Sticky,Moderate,87.78303712,0.4281,72.36885949,0.159908759,1.001140511,5209.27,0
Apopka,14/04/2022,74.7,66.24,83.95,79.71,77.05,82.96,67.59,80,0.69,0.59,186.91,4.05,0.07,29.53,174,1014,96,69.82,2022,4,14,3,2,15,Spring,17.71,5.91,Warm,75.9408,29.46,Calm,74.7,Heavy,1,2.36,Humid,Uncomfortable,Low,94.21226166,1.777,72.36885949,0.159908759,2.331140511,5976,2.7945
Apopka,15/04/2022,73.4,68.02,84.6,79.06,76.6,81.7,69.62,89,0.01,0.01,198.81,5.01,0.05,25.28,73,1014,96,70.76,2022,4,15,4,2,15,Spring,16.58,5.1,Warm,74.39858,25.23,Light,73.4,Light,1,0.04,Very Humid,Uncomfortable,Low,91.48571591,0.3904,72.36885949,0.159908759,1.031140511,6532.6,0.0501
Apopka,16/04/2022,74.84,63.95,86.45,80.11,75.36,86.29,67.11,79,0,0,312.11,4.78,0.13,18.99,134,1014,96,69.55,2022,4,16,5,2,15,Spring,22.5,10.93,Warm,76.101788,18.86,Calm,74.84,No Rain,0,0,Humid,Uncomfortable,Moderate,95.58035576,0.4332,72.36885949,0.159908759,2.471140511,5912.36,0
Apopka,17/04/2022,76.06,65.28,86.61,82.26,78.58,87.22,68.39,79,1.45,0.93,248.63,4.19,0,31.83,182,1012,96,70.75,2022,4,17,6,2,15,Spring,21.33,8.64,Warm,77.639842,31.83,Calm,76.06,Very Heavy,1,3.72,Humid,Uncomfortable,Moderate,93.20114551,3.3706,72.36885949,0.159908759,3.691140511,6008.74,6.0755
Apopka,18/04/2022,75.62,68.11,83.62,79.87,77.23,83.16,68.27,80,0,0,210.73,5.63,0.16,17.98,247,1011,96,70.54,2022,4,18,0,2,16,Spring,15.51,5.93,Warm,77.10368,17.82,Light,75.62,No Rain,0,0,Humid,Uncomfortable,Moderate,94.90932304,0.5062,72.36885949,0.159908759,3.251140511,6049.6,0
Apopka,19/04/2022,69.29,59.45,77.59,80.42,76.35,85.55,55.54,65,0,0,325.86,7.1,0.16,22.41,21,1015,96,60.85,2022,4,19,1,2,16,Spring,18.14,9.2,Mild,69.137705,22.25,Light,69.29,No Rain,0,0,Humid,Comfortable,Moderate,83.71850319,0.3195,72.36885949,0.159908759,-3.078859489,4503.85,0
Apopka,20/04/2022,66.85,55.29,77.58,78.93,75.07,82.58,53.85,64,0.01,0.01,266.44,8.06,1.03,26.17,69,1021,96,59.05,2022,4,20,2,2,16,Spring,22.29,7.51,Mild,66.18472,25.14,Light,66.85,Light,1,0.04,Humid,Comfortable,Moderate,78.88627438,0.4999,72.36885949,0.159908759,-5.518859489,4278.4,0.0806
Apopka,21/04/2022,70.47,60.98,79,79.12,75.96,82.85,58.03,65,0,0,228.22,7.57,0.47,25.52,66,1022,96,62.64,2022,4,21,3,2,16,Spring,18.02,6.89,Warm,70.570815,25.05,Light,70.47,No Rain,0,0,Humid,Comfortable,Moderate,82.392237,0.3263,72.36885949,0.159908759,-1.898859489,4580.55,0
Apopka,22/04/2022,70.07,60.44,79.38,79.29,75.9,83.21,59.29,70,0,0,246.11,7.7,1.3,28.45,56,1022,96,63.22,2022,4,22,4,2,16,Spring,18.94,7.31,Warm,70.08617,27.15,Light,70.07,No Rain,0,0,Humid,Comfortable,Moderate,85.70683756,0.3115,72.36885949,0.159908759,-2.298859489,4904.9,0
Apopka,23/04/2022,71.23,60.57,80.82,79.82,76.5,83.52,61.03,72,0,0,261.57,7.47,0.25,22.08,71,1019,96,64.63,2022,4,23,5,2,16,Spring,20.25,7.02,Warm,71.522248,21.83,Light,71.23,No Rain,0,0,Humid,Sticky,Moderate,87.02494693,0.3603,72.36885949,0.159908759,-1.138859489,5128.56,0
Apopka,24/04/2022,73.13,63.14,82.67,80.6,77.11,84.6,63.97,75,0,0,259.19,6.62,0.38,22.75,85,1017,96,67.03,2022,4,24,6,2,16,Spring,19.53,7.49,Warm,73.904675,22.37,Light,73.13,No Rain,0,0,Humid,Sticky,Moderate,90.31408671,0.4213,72.36885949,0.159908759,0.761140511,5484.75,0
Apopka,25/04/2022,74.62,65.1,86.27,81.5,78.03,85.41,64,72,0,0,250.32,5.39,0.05,18.7,97,1017,96,67.53,2022,4,25,0,2,17,Spring,21.17,7.38,Warm,75.717712,18.65,Light,74.62,No Rain,0,0,Humid,Sticky,Moderate,90.78576945,0.4466,72.36885949,0.159908759,2.251140511,5372.64,0
Apopka,26/04/2022,74.43,62.44,86.61,82.57,78.04,88.2,62.85,71,0,0,331.59,4.11,0.02,14.72,141,1017,96,66.78,2022,4,26,1,2,17,Spring,24.17,10.16,Warm,75.467949,14.7,Calm,74.43,No Rain,0,0,Humid,Sticky,Moderate,88.46030226,0.3859,72.36885949,0.159908759,2.061140511,5284.53,0
Apopka,27/04/2022,76.08,67.17,86.32,84.39,80.35,89.1,65.54,72,0,0,311.5,4.9,0.09,18.45,225,1014,96,68.94,2022,4,27,2,2,17,Spring,19.15,8.75,Warm,77.524608,18.36,Calm,76.08,No Rain,0,0,Humid,Uncomfortable,Moderate,90.35793643,0.5,72.36885949,0.159908759,3.711140511,5477.76,0
Apopka,28/04/2022,73.57,67.26,82.17,84.37,81.68,87.03,64.47,75,0,0,270.59,9.49,0.43,25.46,55,1014,96,67.48,2022,4,28,3,2,17,Spring,14.91,5.35,Warm,74.453575,25.03,Light,73.57,No Rain,0,0,Humid,Sticky,Moderate,82.04616729,0.5581,72.36885949,0.159908759,1.201140511,5517.75,0
Apopka,29/04/2022,71.99,61.9,80.6,82.63,79.47,85.95,61.59,71,0,0,266.17,7.68,0.67,23.58,85,1015,96,65.22,2022,4,29,4,2,17,Spring,18.7,6.48,Warm,72.456257,22.91,Light,71.99,No Rain,0,0,Humid,Sticky,Moderate,85.29483587,0.4067,72.36885949,0.159908759,-0.378859489,5111.29,0
Apopka,30/04/2022,74.38,66.45,83.88,83.09,80.02,86.83,63.51,70,0,0,245.85,6.5,0.07,19.37,98,1014,96,67.16,2022,4,30,5,2,17,Spring,17.43,6.81,Warm,75.39178,19.3,Light,74.38,No Rain,0,0,Humid,Sticky,Moderate,86.46024193,0.479,72.36885949,0.159908759,2.011140511,5206.6,0
Apopka,01/05/2022,73.69,63.77,85.39,83.11,80.26,86.29,65.96,79,0.07,0.04,210.97,3.98,0.05,18.83,94,1015,96,68.46,2022,5,1,6,2,17,Spring,21.62,6.03,Warm,74.651983,18.78,Calm,73.69,Light,1,0.16,Humid,Uncomfortable,Moderate,94.04133199,0.4837,72.36885949,0.159908759,1.321140511,5821.51,0.2786
Apopka,02/05/2022,74.33,64.26,86.81,81.97,78.3,86.94,67.43,81,0.26,0.14,303.37,5.03,0.02,21.38,109,1016,96,69.6,2022,5,2,0,2,18,Spring,22.55,8.64,Warm,75.487409,21.36,Light,74.33,Moderate,1,0.56,Very Humid,Uncomfortable,Moderate,96.48036325,0.9377,72.36885949,0.159908759,1.961140511,6020.73,1.3078
Apopka,03/05/2022,76.62,70.18,86.2,81.85,79.07,85.26,67.92,77,0,0,199.48,3.82,0.05,15.35,117,1015,96,70.61,2022,5,3,1,2,18,Spring,16.02,6.19,Warm,78.302142,15.3,Calm,76.62,No Rain,0,0,Humid,Uncomfortable,Low,90.45788648,0.4838,72.36885949,0.159908759,4.251140511,5899.74,0
Apopka,04/05/2022,77.2,65.61,88.86,83.35,78.64,89.51,66.55,72,0,0,310.42,4.05,0.02,13.98,132,1014,96,69.92,2022,5,4,2,2,18,Spring,23.25,10.87,Warm,78.91072,13.96,Calm,77.2,No Rain,0,0,Humid,Uncomfortable,Moderate,87.31385596,0.522,72.36885949,0.159908759,4.831140511,5558.4,0
Apopka,05/05/2022,79.73,68.65,91.99,85.97,81.3,91.96,68.17,71,0.29,0.14,324.46,3.52,0.02,12.84,217,1013,96,71.7,2022,5,5,3,2,18,Spring,23.34,10.66,Warm,82.009739,12.82,Calm,79.73,Moderate,1,0.56,Humid,Uncomfortable,Moderate,83.62657146,1.2073,72.36885949,0.159908759,7.361140511,5660.83,1.0208
Apopka,06/05/2022,80.32,72.23,89.56,85.99,82.27,89.96,69.46,72,0,0,296.07,6.85,0.02,26.71,234,1010,96,72.7,2022,5,6,4,2,18,Spring,17.33,7.69,Warm,82.772032,26.69,Light,80.32,No Rain,0,0,Humid,Uncomfortable,Moderate,83.28533732,0.79,72.36885949,0.159908759,7.951140511,5783.04,0
Apopka,07/05/2022,79.96,69.91,86.43,85.4,82.22,88.92,68.19,69,0.21,0.2,318.19,11.08,0.87,28.32,260,1006,96,71.78,2022,5,7,5,2,18,Spring,16.52,6.7,Warm,82.227892,27.45,Moderate,79.96,Moderate,1,0.8,Humid,Uncomfortable,Moderate,69.64434583,1.3612,72.36885949,0.159908759,7.591140511,5517.24,2.3268
Apopka,08/05/2022,77.92,71.55,88.39,85.82,81.45,91.53,64.71,66,0,0,338.83,7.43,0.51,20.4,286,1007,96,69.01,2022,5,8,6,2,18,Spring,16.84,10.08,Warm,79.644976,19.89,Light,77.92,No Rain,0,0,Humid,Sticky,Moderate,78.98802666,0.6932,72.36885949,0.159908759,5.551140511,5142.72,0
Apopka,09/05/2022,71.91,62.58,80.13,85.94,82.45,89.58,62.05,72,0,0,276.44,8.12,1.41,20.24,47,1013,96,65.47,2022,5,9,0,2,19,Spring,17.55,7.13,Warm,72.363816,18.83,Light,71.91,No Rain,0,0,Humid,Sticky,Moderate,84.80328507,0.4203,72.36885949,0.159908759,-0.458859489,5177.52,0
Apopka,10/05/2022,69.36,59.16,81.27,84.45,80.06,89.58,55.73,65,0,0,333.19,7.57,0.16,24.4,34,1016,96,60.98,2022,5,10,1,2,19,Spring,22.11,9.52,Mild,69.22272,24.24,Light,69.36,No Rain,0,0,Humid,Comfortable,Moderate,82.44998383,0.3348,72.36885949,0.159908759,-3.008859489,4508.4,0
Apopka,11/05/2022,70.29,60.04,82.13,84.12,79.95,88.86,57.57,66,0,0,323.62,7.87,0.18,25.99,15,1014,96,62.32,2022,5,11,2,2,19,Spring,22.09,8.91,Warm,70.353162,25.81,Light,70.29,No Rain,0,0,Humid,Comfortable,Moderate,82.35124681,0.3293,72.36885949,0.159908759,-2.078859489,4639.14,0
Apopka,12/05/2022,70.46,62.35,80.89,83.65,80.37,86.61,61.3,75,0,0,254.48,6.53,0.16,22.59,26,1012,96,64.53,2022,5,12,3,2,19,Spring,18.54,6.24,Warm,70.57385,22.43,Light,70.46,No Rain,0,0,Humid,Sticky,Moderate,92.17132577,0.2842,72.36885949,0.159908759,-1.908859489,5284.5,0
Apopka,13/05/2022,71.41,61.25,84.31,84.07,79.65,89.83,62.77,77,0.32,0.23,322.13,3.93,0.02,20.33,332,1011,96,65.74,2022,5,13,4,2,19,Spring,23.06,10.18,Warm,71.768281,20.31,Calm,71.41,Moderate,1,0.92,Humid,Sticky,Moderate,93.89895645,0.8677,72.36885949,0.159908759,-0.958859489,5498.57,1.2576
Apopka,14/05/2022,74.83,64.49,87.39,84.24,79.83,89.47,65.81,77,0.01,0.01,328.13,4.48,0,16.91,113,1011,96,68.72,2022,5,14,5,2,19,Spring,22.9,9.64,Warm,76.057303,16.91,Calm,74.83,Light,1,0.04,Humid,Uncomfortable,Moderate,93.37520809,0.4407,72.36885949,0.159908759,2.461140511,5761.91,0.0448
Apopka,15/05/2022,74.13,67.93,85.89,84.56,81.84,88.57,69.44,86,0.58,0.31,223.41,4.79,0.13,25.97,53,1011,96,70.87,2022,5,15,6,2,19,Spring,17.96,6.73,Warm,75.302094,25.84,Calm,74.13,Heavy,1,1.24,Very Humid,Uncomfortable,Moderate,92.49494808,1.5581,72.36885949,0.159908759,1.761140511,6375.18,2.7782
Apopka,16/05/2022,75.81,65.03,86.68,82.97,78.64,88.48,66.95,77,0,0,328.67,5.06,0.02,16.04,268,1010,96,69.75,2022,5,16,0,2,20,Spring,21.65,9.84,Warm,77.286321,16.02,Light,75.81,No Rain,0,0,Humid,Uncomfortable,Moderate,94.40301658,0.4929,72.36885949,0.159908759,3.441140511,5837.37,0
Apopka,17/05/2022,79.03,70.47,89.44,85.8,81.48,91.38,70.37,77,0,0,300.75,4.45,0.02,19.26,270,1012,96,72.92,2022,5,17,1,2,20,Spring,18.97,9.9,Warm,81.324523,19.24,Calm,79.03,No Rain,0,0,Humid,Oppressive,Moderate,90.76483845,0.6295,72.36885949,0.159908759,6.661140511,6085.31,0
Apopka,18/05/2022,80,71.82,90.99,87.64,83.88,91.98,71.34,77,0,0,285.77,4.7,0.05,21.16,277,1013,96,73.84,2022,5,18,2,2,20,Spring,19.17,8.1,Warm,82.541,21.11,Calm,80,No Rain,0,0,Humid,Oppressive,Moderate,90.87843249,0.688,72.36885949,0.159908759,7.631140511,6160,0
Apopka,19/05/2022,80.37,70.88,88.99,88.06,84.29,92.41,70.82,75,0,0,275.35,3.61,0.05,12.5,220,1012,96,73.6,2022,5,19,3,2,20,Spring,18.11,8.12,Warm,82.936575,12.45,Calm,80.37,No Rain,0,0,Humid,Oppressive,Moderate,86.24170162,0.6629,72.36885949,0.159908759,8.001140511,6027.75,0
Apopka,20/05/2022,76.25,70.03,85.93,86.38,82.98,89.85,71.38,86,1.26,0.49,137.42,4.59,0.09,25.86,165,1014,96,72.8,2022,5,20,4,2,20,Spring,15.9,6.87,Warm,78.02375,25.77,Calm,76.25,Very Heavy,1,1.96,Very Humid,Oppressive,Low,90.66184453,3.0161,72.36885949,0.159908759,3.881140511,6557.5,5.7834
Apopka,21/05/2022,77.67,68.97,90.86,83.13,80.37,87.4,71.34,83,1.36,0.47,221.95,6.17,0.07,33.89,128,1018,96,73.18,2022,5,21,5,2,20,Spring,21.89,7.03,Warm,79.770813,33.82,Light,77.67,Very Heavy,1,1.88,Very Humid,Oppressive,Moderate,90.10832937,3.3503,72.36885949,0.159908759,5.301140511,6446.61,8.3912
Apopka,22/05/2022,80.48,69.1,91.31,82.92,79.65,87.33,72.4,79,0,0,249.6,6.11,0.05,17.78,123,1019,96,74.69,2022,5,22,6,2,20,Spring,22.21,7.68,Warm,83.212136,17.73,Light,80.48,No Rain,0,0,Humid,Oppressive,Moderate,90.06369549,0.7684,72.36885949,0.159908759,8.111140511,6357.92,0
Apopka,23/05/2022,82.09,74.1,90.99,86.04,81.95,91.54,70.58,71,0,0,312.96,5.83,0.05,16.04,145,1016,96,73.92,2022,5,23,0,2,21,Spring,16.89,9.59,Warm,84.922687,15.99,Light,82.09,No Rain,0,0,Humid,Oppressive,Moderate,84.37756191,0.8377,72.36885949,0.159908759,9.721140511,5828.39,0
Apopka,24/05/2022,81.16,73.74,90.59,87.6,84.4,91.31,69.8,70,0,0,260.39,6.16,0.07,21.45,131,1014,96,73.16,2022,5,24,1,2,21,Spring,16.85,6.91,Warm,83.73796,21.38,Light,81.16,No Rain,0,0,Humid,Uncomfortable,Moderate,83.32952252,0.8044,72.36885949,0.159908759,8.791140511,5681.2,0
Apopka,25/05/2022,79.77,71.19,89.73,86.95,83.93,90.01,69.69,73,0,0,250.21,6.62,0.31,20.4,122,1015,96,72.69,2022,5,25,2,2,21,Spring,18.54,6.08,Warm,82.123593,20.09,Light,79.77,No Rain,0,0,Humid,Uncomfortable,Moderate,84.94488431,0.7533,72.36885949,0.159908759,7.401140511,5823.21,0
Apopka,26/05/2022,81.32,72.37,90.82,87.79,84.36,92.34,70.02,71,0.39,0.25,294.16,6.36,0.02,20.78,146,1015,96,73.35,2022,5,26,3,2,21,Spring,18.45,7.98,Warm,83.972276,20.76,Light,81.32,Moderate,1,1,Humid,Oppressive,Moderate,83.36284666,1.6004,72.36885949,0.159908759,8.951140511,5773.72,2.4804
